"","edad_gama","quintil","sexo","Fecha","perc_change","fuente"
"3207","35-50","ii","hombre",Dec 2003,NA,"Seguro Cesantía"
"3208","35-50","ii","hombre",Jan 2004,NA,"Seguro Cesantía"
"3209","35-50","ii","hombre",Feb 2004,NA,"Seguro Cesantía"
"3210","35-50","ii","hombre",Mar 2004,NA,"Seguro Cesantía"
"3211","35-50","ii","hombre",Apr 2004,NA,"Seguro Cesantía"
"3212","35-50","ii","hombre",May 2004,NA,"Seguro Cesantía"
"3213","35-50","ii","hombre",Jun 2004,NA,"Seguro Cesantía"
"3214","35-50","ii","hombre",Jul 2004,NA,"Seguro Cesantía"
"3215","35-50","ii","hombre",Aug 2004,NA,"Seguro Cesantía"
"3216","35-50","ii","hombre",Sep 2004,NA,"Seguro Cesantía"
"3217","35-50","ii","hombre",Oct 2004,NA,"Seguro Cesantía"
"3218","35-50","ii","hombre",Nov 2004,NA,"Seguro Cesantía"
"3219","35-50","ii","hombre",Dec 2004,NA,"Seguro Cesantía"
"3220","35-50","ii","hombre",Jan 2005,NA,"Seguro Cesantía"
"3221","35-50","ii","hombre",Feb 2005,NA,"Seguro Cesantía"
"3222","35-50","ii","hombre",Mar 2005,NA,"Seguro Cesantía"
"3223","35-50","ii","hombre",Apr 2005,NA,"Seguro Cesantía"
"3224","35-50","ii","hombre",May 2005,NA,"Seguro Cesantía"
"3225","35-50","ii","hombre",Jun 2005,NA,"Seguro Cesantía"
"3226","35-50","ii","hombre",Jul 2005,NA,"Seguro Cesantía"
"3227","35-50","ii","hombre",Aug 2005,NA,"Seguro Cesantía"
"3228","35-50","ii","hombre",Sep 2005,NA,"Seguro Cesantía"
"3229","35-50","ii","hombre",Oct 2005,NA,"Seguro Cesantía"
"3230","35-50","ii","hombre",Nov 2005,NA,"Seguro Cesantía"
"3231","35-50","ii","hombre",Dec 2005,NA,"Seguro Cesantía"
"3232","35-50","ii","hombre",Jan 2006,NA,"Seguro Cesantía"
"3233","35-50","ii","hombre",Feb 2006,NA,"Seguro Cesantía"
"3234","35-50","ii","hombre",Mar 2006,NA,"Seguro Cesantía"
"3235","35-50","ii","hombre",Apr 2006,NA,"Seguro Cesantía"
"3236","35-50","ii","hombre",May 2006,NA,"Seguro Cesantía"
"3237","35-50","ii","hombre",Jun 2006,NA,"Seguro Cesantía"
"3238","35-50","ii","hombre",Jul 2006,NA,"Seguro Cesantía"
"3239","35-50","ii","hombre",Aug 2006,NA,"Seguro Cesantía"
"3240","35-50","ii","hombre",Sep 2006,NA,"Seguro Cesantía"
"3241","35-50","ii","hombre",Oct 2006,NA,"Seguro Cesantía"
"3242","35-50","ii","hombre",Nov 2006,NA,"Seguro Cesantía"
"3243","35-50","ii","hombre",Dec 2006,NA,"Seguro Cesantía"
"3244","35-50","ii","hombre",Jan 2007,NA,"Seguro Cesantía"
"3245","35-50","ii","hombre",Feb 2007,NA,"Seguro Cesantía"
"3246","35-50","ii","hombre",Mar 2007,NA,"Seguro Cesantía"
"3247","35-50","ii","hombre",Apr 2007,NA,"Seguro Cesantía"
"3248","35-50","ii","hombre",May 2007,NA,"Seguro Cesantía"
"3249","35-50","ii","hombre",Jun 2007,NA,"Seguro Cesantía"
"3250","35-50","ii","hombre",Jul 2007,NA,"Seguro Cesantía"
"3251","35-50","ii","hombre",Aug 2007,NA,"Seguro Cesantía"
"3252","35-50","ii","hombre",Sep 2007,NA,"Seguro Cesantía"
"3253","35-50","ii","hombre",Oct 2007,NA,"Seguro Cesantía"
"3254","35-50","ii","hombre",Nov 2007,NA,"Seguro Cesantía"
"3255","35-50","ii","hombre",Dec 2007,NA,"Seguro Cesantía"
"3256","35-50","ii","hombre",Jan 2008,NA,"Seguro Cesantía"
"3257","35-50","ii","hombre",Feb 2008,NA,"Seguro Cesantía"
"3258","35-50","ii","hombre",Mar 2008,NA,"Seguro Cesantía"
"3259","35-50","ii","hombre",Apr 2008,NA,"Seguro Cesantía"
"3260","35-50","ii","hombre",May 2008,NA,"Seguro Cesantía"
"3261","35-50","ii","hombre",Jun 2008,NA,"Seguro Cesantía"
"3262","35-50","ii","hombre",Jul 2008,NA,"Seguro Cesantía"
"3263","35-50","ii","hombre",Aug 2008,NA,"Seguro Cesantía"
"3264","35-50","ii","hombre",Sep 2008,NA,"Seguro Cesantía"
"3265","35-50","ii","hombre",Oct 2008,NA,"Seguro Cesantía"
"3266","35-50","ii","hombre",Nov 2008,NA,"Seguro Cesantía"
"3267","35-50","ii","hombre",Dec 2008,NA,"Seguro Cesantía"
"3268","35-50","ii","hombre",Jan 2009,NA,"Seguro Cesantía"
"3269","35-50","ii","hombre",Feb 2009,NA,"Seguro Cesantía"
"3270","35-50","ii","hombre",Mar 2009,NA,"Seguro Cesantía"
"3271","35-50","ii","hombre",Apr 2009,NA,"Seguro Cesantía"
"3272","35-50","ii","hombre",May 2009,NA,"Seguro Cesantía"
"3273","35-50","ii","hombre",Jun 2009,NA,"Seguro Cesantía"
"3274","35-50","ii","hombre",Jul 2009,NA,"Seguro Cesantía"
"3275","35-50","ii","hombre",Aug 2009,NA,"Seguro Cesantía"
"3276","35-50","ii","hombre",Sep 2009,NA,"Seguro Cesantía"
"3277","35-50","ii","hombre",Oct 2009,NA,"Seguro Cesantía"
"3278","35-50","ii","hombre",Nov 2009,NA,"Seguro Cesantía"
"3279","35-50","ii","hombre",Dec 2009,NA,"Seguro Cesantía"
"3280","35-50","ii","hombre",Jan 2010,NA,"Seguro Cesantía"
"3281","35-50","ii","hombre",Feb 2010,NA,"Seguro Cesantía"
"3282","35-50","ii","hombre",Mar 2010,NA,"Seguro Cesantía"
"3283","35-50","ii","hombre",Apr 2010,NA,"Seguro Cesantía"
"3284","35-50","ii","hombre",May 2010,NA,"Seguro Cesantía"
"3285","35-50","ii","hombre",Jun 2010,NA,"Seguro Cesantía"
"3286","35-50","ii","hombre",Jul 2010,NA,"Seguro Cesantía"
"3287","35-50","ii","hombre",Aug 2010,NA,"Seguro Cesantía"
"3288","35-50","ii","hombre",Sep 2010,NA,"Seguro Cesantía"
"3289","35-50","ii","hombre",Oct 2010,NA,"Seguro Cesantía"
"3290","35-50","ii","hombre",Nov 2010,NA,"Seguro Cesantía"
"3291","35-50","ii","hombre",Dec 2010,0,"Seguro Cesantía"
"3292","35-50","ii","hombre",Jan 2011,0.361053015862599,"Seguro Cesantía"
"3293","35-50","ii","hombre",Feb 2011,0.795952447310284,"Seguro Cesantía"
"3294","35-50","ii","hombre",Mar 2011,1.2080240356963,"Seguro Cesantía"
"3295","35-50","ii","hombre",Apr 2011,1.60517301295686,"Seguro Cesantía"
"3296","35-50","ii","hombre",May 2011,2.01659532667035,"Seguro Cesantía"
"3297","35-50","ii","hombre",Jun 2011,2.4124105334174,"Seguro Cesantía"
"3298","35-50","ii","hombre",Jul 2011,2.77022257257633,"Seguro Cesantía"
"3299","35-50","ii","hombre",Aug 2011,3.1729197028203,"Seguro Cesantía"
"3300","35-50","ii","hombre",Sep 2011,3.68687738919466,"Seguro Cesantía"
